Date,Time,Booking ID,BookingStatus,CustomerID,VehicleType,PickupLocation,DropLocation,AvgVTAT,AvgCTAT,CancelledRidesbyCustomer,Reasonforcancelling byCustomer,CancelledRidesbyDriver,Reasonforcancelling byDriver,IncompleteRides,IncompleteRidesReason,BookingValue,RideDistance,DriverRatings,Customer Rating
12-02-2025,02:28,CNR3867208373,Success,CUST70392,eBike,Kengeri,Hosur Road,8.58,7.41,NA,NA,NA,NA,NA,NA,316.62,12.67,3.8,3.1
20-02-2025,11:33,CNR1837085936,Cancelled by Driver,CUST37465,Prime SUV,Yelahanka,Jakkur,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
16-02-2025,16:34,CNR4030620666,Incomplete,CUST53145,Mini,Basavanagudi,RT Nagar,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
27-02-2025,20:02,CNR9884651220,Cancelled by Driver,CUST39102,Bike,HSR Layout,Banerghatta,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
15-02-2025,20:02,CNR3967168980,Success,CUST11135,Prime Sedan,Vijayanagar,Jayanagar,6.9,13.79,NA,NA,NA,NA,NA,NA,931.53,8.88,3.3,3.8
08-02-2025,16:49,CNR2767147774,Incomplete,CUST93251,Mini,Attiguppe,Kadubeesanahalli,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
17-02-2025,04:07,CNR2532708470,Success,CUST69032,Prime SUV,Hosur Road,Vijayanagar,4.05,13.06,NA,NA,NA,NA,NA,NA,752.68,5.8,3.4,4.4
15-02-2025,04:19,CNR3646927004,Success,CUST52668,Auto,Nelamangala,Magadi Road,3.76,13.4,NA,NA,NA,NA,NA,NA,698.7,7.89,3.3,4
17-02-2025,18:58,CNR3388427831,Success,CUST81621,Mini,Attiguppe,Padmanabhanagar,4.9,10.07,NA,NA,NA,NA,NA,NA,480.19,2.55,3.8,4.8
02-02-2025,13:29,CNR4615091040,Cancelled by Customer,CUST37861,Bike,Kengeri,Girinagar,NA,NA,1,Driver is not moving towards pickup location,NA,NA,NA,NA,NA,NA,0,NA
23-02-2025,00:13,CNR5874354015,Success,CUST84769,Mini,Nelamangala,Peenya,7.61,7.75,NA,NA,NA,NA,NA,NA,467.18,8.11,4,3.1
01-02-2025,10:10,CNR7165451248,Cancelled by Customer,CUST61545,Bike,Attiguppe,Frazer Town,NA,NA,1,Driver is not moving towards pickup location,NA,NA,NA,NA,NA,NA,0,NA
25-02-2025,04:44,CNR8418719298,Success,CUST77271,Prime Sedan,Sarvagnanagar,Hebbal,9.64,13.81,NA,NA,NA,NA,NA,NA,109.38,10.65,4.3,4.7
01-02-2025,01:00,CNR9766981438,Cancelled by Driver,CUST19522,Bike,Hosur Road,Basavanagudi,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
14-02-2025,15:50,CNR6395647654,Success,CUST47608,eBike,Jayanagar,Electronic City,6.37,11.3,NA,NA,NA,NA,NA,NA,776.16,11.36,4.2,3.1
16-02-2025,15:39,CNR9006865278,Success,CUST53635,Prime Sedan,MG Road,Peenya,3.24,14.31,NA,NA,NA,NA,NA,NA,716.67,2.3,3.2,4.9
01-02-2025,12:26,CNR1449166102,Success,CUST41564,Mini,Attiguppe,Banashankari,4.33,13.49,NA,NA,NA,NA,NA,NA,420.53,3.86,3.6,3.5
16-02-2025,17:34,CNR8826478333,Cancelled by Driver,CUST37764,Prime Plus,Bellandur,Bellandur,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
28-02-2025,23:13,CNR3261626647,Success,CUST17878,Bike,Vijayanagar,Ulsoor,9.23,14.65,NA,NA,NA,NA,NA,NA,929.85,11.21,4,3.4
21-02-2025,04:31,CNR2259412381,Success,CUST15323,Bike,Magadi Road,MG Road,8.33,12.55,NA,NA,NA,NA,NA,NA,272.77,15.9,4,3.7
18-02-2025,15:48,CNR2281081886,Success,CUST70856,Prime Plus,JP Nagar,Electronic City,3.63,12.83,NA,NA,NA,NA,NA,NA,107.03,5.57,4.7,3.5
21-02-2025,04:50,CNR1223636025,Cancelled by Customer,CUST33166,eBike,Electronic City,Kadubeesanahalli,NA,NA,1,Driver is not moving towards pickup location,NA,NA,NA,NA,NA,NA,0,NA
09-02-2025,16:58,CNR2459689669,Incomplete,CUST38755,Mini,Kengeri,Vijayanagar,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
13-02-2025,12:31,CNR8704615308,Success,CUST84410,eBike,Rajajinagar,RT Nagar,9.06,14.47,NA,NA,NA,NA,NA,NA,351.86,4.66,3.5,3.2
01-02-2025,00:21,CNR3986344872,Success,CUST10226,Auto,Malleshwaram,Whitefield,4.93,13.28,NA,NA,NA,NA,NA,NA,449.18,4.59,3.9,3.7
25-02-2025,01:18,CNR3864832110,Success,CUST35191,Prime Plus,Yeshwanthpur,MG Road,4.25,10.75,NA,NA,NA,NA,NA,NA,570.11,12.35,3.3,3.4
04-02-2025,16:57,CNR6554225527,Success,CUST14717,Bike,Malleshwaram,Bannerghatta Road,3.84,8.63,NA,NA,NA,NA,NA,NA,419.29,12.81,4.9,4.7
01-02-2025,20:16,CNR6158238395,Success,CUST50784,Mini,Domlur,Banashankari,4.8,10.04,NA,NA,NA,NA,NA,NA,596.14,2.63,4.6,4.2
18-02-2025,04:45,CNR8973222867,Success,CUST38450,Bike,Sanjay Nagar,Bommanahalli,5.45,10.49,NA,NA,NA,NA,NA,NA,135.12,12.43,3.1,3.8
22-02-2025,21:24,CNR4307273756,Incomplete,CUST59343,Mini,RT Nagar,Banerghatta,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
07-02-2025,08:20,CNR4372272503,Incomplete,CUST82315,Auto,Electronic City,Richmond Town,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
01-02-2025,01:30,CNR6031434214,Success,CUST75797,Prime Plus,Hosur Road,Indiranagar,6.33,6.43,NA,NA,NA,NA,NA,NA,1097.61,3.17,4.3,4.2
08-02-2025,00:52,CNR1562580542,Success,CUST73826,Prime SUV,KR Puram,Rajajinagar,3.62,12.29,NA,NA,NA,NA,NA,NA,1126.42,15.77,3.2,3.9
03-02-2025,12:36,CNR4349005716,Success,CUST10393,Prime SUV,Richmond Town,Jakkur,3.49,8,NA,NA,NA,NA,NA,NA,182.34,7.43,4.1,4
25-02-2025,19:04,CNR3332789034,Success,CUST92082,Prime Plus,Yelahanka,Banashankari,7.74,8.93,NA,NA,NA,NA,NA,NA,340.98,13.17,4,3.7
09-02-2025,08:17,CNR2670483268,Cancelled by Customer,CUST21568,eBike,Bannerghatta Road,Richmond Town,NA,NA,1,AC is not working,NA,NA,NA,NA,NA,NA,0,NA
04-02-2025,10:54,CNR4162817571,Success,CUST60650,Bike,Malleshwaram,JP Nagar,7.75,6.49,NA,NA,NA,NA,NA,NA,533.93,2.66,4.9,3.5
27-02-2025,15:40,CNR9979489565,Success,CUST81348,Prime Sedan,MG Road,Laggere,3.91,10.67,NA,NA,NA,NA,NA,NA,465.71,7.33,3.3,3.5
05-02-2025,20:32,CNR8981408934,Success,CUST22974,Mini,Yeshwanthpur,Marathahalli,5.14,6.24,NA,NA,NA,NA,NA,NA,101.85,14.03,4.2,4.5
14-02-2025,11:34,CNR3517759450,Incomplete,CUST10261,Prime Plus,Hosur Road,Yelahanka,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
01-02-2025,00:59,CNR7051084920,Success,CUST67515,Prime Plus,Yeshwanthpur,Yelahanka,8.81,12.27,NA,NA,NA,NA,NA,NA,498.22,6.61,3.5,3.4
14-02-2025,09:15,CNR3171283476,Cancelled by Customer,CUST65376,Auto,Girinagar,Peenya,NA,NA,1,Driver is not moving towards pickup location,NA,NA,NA,NA,NA,NA,0,NA
23-02-2025,20:28,CNR3608625367,Success,CUST42497,Bike,Bellandur,Bannerghatta Road,6.57,6,NA,NA,NA,NA,NA,NA,804.73,16.55,4.1,3.9
09-02-2025,22:13,CNR9678141887,Success,CUST65916,Bike,MG Road,Kadubeesanahalli,8.38,6.38,NA,NA,NA,NA,NA,NA,491.87,4.48,4.1,4.5
15-02-2025,16:03,CNR8685937918,Cancelled by Driver,CUST46036,Bike,BTM Layout,Yelahanka,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
20-02-2025,23:55,CNR8148922569,Success,CUST92680,Prime Sedan,Sarvagnanagar,Whitefield,4.32,13.07,NA,NA,NA,NA,NA,NA,234.02,1.21,3.9,3.2
02-02-2025,13:18,CNR1635149950,Success,CUST86899,Prime Plus,Koramangala,Kengeri,8.39,7.22,NA,NA,NA,NA,NA,NA,1000.25,10.08,3.4,3.6
28-02-2025,19:39,CNR5303680273,Success,CUST35241,Mini,Nagarbhavi,Domlur,10,14.6,NA,NA,NA,NA,NA,NA,626.59,18.98,3.8,3.7
11-02-2025,15:51,CNR9576654932,Success,CUST25346,Prime Plus,Girinagar,Horamavu,7.37,9.14,NA,NA,NA,NA,NA,NA,192.56,1.04,5,3.9
24-02-2025,20:19,CNR6233956759,Success,CUST93394,Auto,Basavanagudi,Arekere,5.37,11.33,NA,NA,NA,NA,NA,NA,938.61,11.06,3.4,4.9
01-02-2025,22:14,CNR8461490241,Success,CUST59469,Bike,Bannerghatta Road,Hebbal,5.67,7.76,NA,NA,NA,NA,NA,NA,413.92,5.43,3.2,4.8
22-02-2025,04:47,CNR7686195247,Success,CUST63675,Mini,Malleshwaram,JP Nagar,8.69,14.59,NA,NA,NA,NA,NA,NA,1039.78,12.97,3.2,4.3
28-02-2025,23:29,CNR7909788992,Cancelled by Driver,CUST77893,Prime SUV,Hosur Road,Shivajinagar,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
17-02-2025,13:17,CNR2022410620,Success,CUST11701,Prime Sedan,Frazer Town,Arekere,4.94,14.5,NA,NA,NA,NA,NA,NA,549.83,9.83,3.2,4.8
04-02-2025,08:49,CNR6033265244,Cancelled by Driver,CUST92047,Bike,Kaval Byrasandra,Jayanagar,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
12-02-2025,18:29,CNR3443519905,Success,CUST54056,Prime Plus,Whitefield,BTM Layout,6.67,10.84,NA,NA,NA,NA,NA,NA,572.81,1.91,4.8,4.7
14-02-2025,05:03,CNR7167492867,Success,CUST15802,eBike,Magadi Road,Laggere,3.74,7.54,NA,NA,NA,NA,NA,NA,899.46,11.49,3.1,4.7
08-02-2025,01:10,CNR2599103937,Success,CUST55596,Bike,Banashankari,Kadubeesanahalli,3.55,8.27,NA,NA,NA,NA,NA,NA,872.22,7.01,3.9,3
06-02-2025,19:24,CNR7126153963,Cancelled by Driver,CUST79889,Auto,Jakkur,Kadubeesanahalli,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
21-02-2025,19:00,CNR7296897683,Cancelled by Driver,CUST72403,Prime Sedan,RT Nagar,Bommanahalli,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
16-02-2025,13:36,CNR4578627456,Success,CUST12373,Auto,Frazer Town,Girinagar,8.8,9.64,NA,NA,NA,NA,NA,NA,1096.09,4.47,3.4,4.2
05-02-2025,12:18,CNR5489902575,Cancelled by Driver,CUST16410,Prime Plus,Sarvagnanagar,Yeshwanthpur,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
04-02-2025,23:45,CNR7049622695,Success,CUST24175,Prime Sedan,Horamavu,Bellandur,5.87,14.5,NA,NA,NA,NA,NA,NA,195.56,15.48,3.1,5
04-02-2025,11:22,CNR7574157120,Success,CUST26232,Auto,BTM Layout,Yeshwanthpur,5.27,14.39,NA,NA,NA,NA,NA,NA,222.44,4.55,3.4,3.4
18-02-2025,07:05,CNR4435235812,Cancelled by Driver,CUST18102,eBike,Nagarbhavi,Richmond Town,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
13-02-2025,00:52,CNR2792335530,Success,CUST51430,Mini,Girinagar,Kadubeesanahalli,5.1,10.66,NA,NA,NA,NA,NA,NA,688.1,6.68,3.8,3.2
23-02-2025,21:53,CNR7713527023,Incomplete,CUST30321,Mini,Marathahalli,Hennur,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
22-02-2025,19:24,CNR5031820375,Success,CUST55011,Prime Sedan,Attiguppe,Peenya,5.86,10,NA,NA,NA,NA,NA,NA,682.11,10.97,4.3,3.2
14-02-2025,16:51,CNR8240625857,Cancelled by Customer,CUST14324,Auto,Electronic City,Whitefield,NA,NA,1,AC is not working,NA,NA,NA,NA,NA,NA,0,NA
09-02-2025,06:18,CNR1366028339,Success,CUST97324,Bike,KR Puram,Rajajinagar,9.28,6.1,NA,NA,NA,NA,NA,NA,755.58,5.32,3.7,3.7
21-02-2025,19:41,CNR7092538830,Success,CUST53150,Prime SUV,Frazer Town,Hebbal,5.33,9.18,NA,NA,NA,NA,NA,NA,167.18,13.94,4.2,5
02-02-2025,14:09,CNR9321637999,Success,CUST63700,Prime SUV,MG Road,Sarvagnanagar,8.91,6.54,NA,NA,NA,NA,NA,NA,546.45,4.84,4.2,3.5
11-02-2025,11:39,CNR1762127845,Cancelled by Customer,CUST83351,Mini,JP Nagar,Magadi Road,NA,NA,1,AC is not working,NA,NA,NA,NA,NA,NA,0,NA
08-02-2025,00:23,CNR9213429572,Success,CUST46122,Prime Plus,Electronic City,Kengeri,9.95,12.75,NA,NA,NA,NA,NA,NA,622.73,12.29,3.6,3.5
25-02-2025,07:51,CNR4103740638,Success,CUST73573,Auto,Sarvagnanagar,Girinagar,9.06,14.55,NA,NA,NA,NA,NA,NA,852.82,14.45,4.7,4.2
21-02-2025,02:24,CNR5300767618,Success,CUST73902,Prime SUV,Electronic City,Marathahalli,7.04,6.72,NA,NA,NA,NA,NA,NA,784.47,16.12,3,4
18-02-2025,05:44,CNR7416816636,Success,CUST12138,Prime Plus,Electronic City,Banashankari,7.48,12.12,NA,NA,NA,NA,NA,NA,337.9,1.66,3.6,4.6
02-02-2025,02:52,CNR7501269000,Success,CUST21845,Prime Plus,RT Nagar,Jakkur,8.76,12.28,NA,NA,NA,NA,NA,NA,1056.74,1.42,4.5,3.1
12-02-2025,20:59,CNR9911854705,Success,CUST83988,Bike,Banerghatta,Hosur Road,7.13,11.82,NA,NA,NA,NA,NA,NA,395.47,18.22,3.1,3.8
07-02-2025,10:34,CNR1505553899,Success,CUST49822,Prime Sedan,Kengeri,Bellandur,8.18,9.53,NA,NA,NA,NA,NA,NA,217.55,13.75,3.8,4.2
07-02-2025,04:25,CNR3390866480,Success,CUST69164,Mini,Cooke Town,Magadi Road,9.61,11.61,NA,NA,NA,NA,NA,NA,289.8,4.08,4.7,4
15-02-2025,15:29,CNR3668067075,Success,CUST58572,Prime Sedan,Sanjay Nagar,Nelamangala,8,5.27,NA,NA,NA,NA,NA,NA,1182.1,8.3,4.8,3.1
24-02-2025,00:23,CNR5875516652,Success,CUST33067,Mini,Kadubeesanahalli,Electronic City,3.83,10.4,NA,NA,NA,NA,NA,NA,419.06,14.67,4,4
01-02-2025,05:35,CNR1909593574,Success,CUST57831,Auto,Yelahanka,Jayanagar,9.39,13.24,NA,NA,NA,NA,NA,NA,1185.69,15,4.1,4.1
02-02-2025,21:18,CNR9177070630,Cancelled by Driver,CUST17657,Prime SUV,Richmond Town,HSR Layout,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
09-02-2025,03:17,CNR3720950957,Success,CUST87977,Mini,Richmond Town,Padmanabhanagar,4.4,10.29,NA,NA,NA,NA,NA,NA,739.51,4.95,3.7,4.9
17-02-2025,08:59,CNR6880817388,Cancelled by Driver,CUST70919,Prime SUV,Bellandur,Laggere,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
20-02-2025,12:16,CNR9563100609,Cancelled by Driver,CUST73437,Prime Sedan,Domlur,Ulsoor,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
04-02-2025,12:48,CNR2126202995,Incomplete,CUST46640,eBike,RT Nagar,Malleshwaram,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
14-02-2025,03:41,CNR1958349825,Success,CUST36672,Prime SUV,Richmond Town,Banashankari,3.68,13.63,NA,NA,NA,NA,NA,NA,524.49,17.61,4.7,4.4
20-02-2025,11:52,CNR1265208254,Success,CUST29446,Prime Sedan,Banerghatta,Ulsoor,3.38,5.8,NA,NA,NA,NA,NA,NA,683.21,1.16,4.4,4.5
04-02-2025,06:27,CNR2991745409,Success,CUST13593,Prime Sedan,Banerghatta,Basavanagudi,3.29,11.38,NA,NA,NA,NA,NA,NA,237.29,5.45,3.8,3.8
26-02-2025,14:52,CNR3557958413,Success,CUST17392,Prime Sedan,Bommanahalli,Malleshwaram,9.7,7.56,NA,NA,NA,NA,NA,NA,104.23,11.09,4,4.4
22-02-2025,06:33,CNR8691076046,Success,CUST56826,Prime SUV,Hebbal,Sarvagnanagar,4.53,6.78,NA,NA,NA,NA,NA,NA,845.47,10.11,4.6,3.3
04-02-2025,04:39,CNR6998712729,Success,CUST67466,Bike,Yelahanka,Sarjapur,9.86,13.46,NA,NA,NA,NA,NA,NA,908.26,8.73,4.4,4.1
07-02-2025,11:41,CNR6623779623,Incomplete,CUST16878,Mini,Electronic City,HSR Layout,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
26-02-2025,18:06,CNR9339793390,Success,CUST94040,Bike,Magadi Road,Banerghatta,7.69,9.6,NA,NA,NA,NA,NA,NA,191.07,12.08,4.5,4.2
09-02-2025,22:33,CNR3443041020,Success,CUST74674,Prime Plus,KR Puram,Richmond Town,5.85,7.17,NA,NA,NA,NA,NA,NA,1171.08,13.6,4,3
13-02-2025,02:50,CNR5011160865,Success,CUST15430,Bike,Jayanagar,Laggere,6.35,9.06,NA,NA,NA,NA,NA,NA,860.39,11.36,4.9,3.6
27-02-2025,05:11,CNR8993846739,Cancelled by Driver,CUST31906,Prime Sedan,Magadi Road,KR Puram,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
14-02-2025,20:40,CNR3812085321,Success,CUST85150,Bike,Sanjay Nagar,JP Nagar,9.31,14.96,NA,NA,NA,NA,NA,NA,945.49,12.49,4.5,3.4
04-02-2025,17:21,CNR8473401106,Incomplete,CUST89476,Bike,Sarvagnanagar,Girinagar,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
19-02-2025,22:00,CNR8783955458,Cancelled by Driver,CUST83371,eBike,Jakkur,Richmond Town,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
09-02-2025,20:02,CNR2446846604,Success,CUST76864,Prime Sedan,Jakkur,Whitefield,7.14,10.02,NA,NA,NA,NA,NA,NA,740.6,19.04,4.3,3.2
28-02-2025,07:51,CNR8365350149,Cancelled by Customer,CUST85707,Prime Plus,Peenya,Nelamangala,NA,NA,1,Change of plans,NA,NA,NA,NA,NA,NA,0,NA
24-02-2025,06:00,CNR1785355354,Success,CUST42662,eBike,Hebbal,Kengeri,4.52,5.79,NA,NA,NA,NA,NA,NA,185.18,10.02,4.8,3.1
21-02-2025,08:20,CNR6949276294,Success,CUST56691,Auto,Kaval Byrasandra,Hennur,3.9,8.16,NA,NA,NA,NA,NA,NA,268.47,10.6,4,3.1
06-02-2025,11:06,CNR6667517168,Success,CUST89039,Prime SUV,JP Nagar,Magadi Road,9.69,7.67,NA,NA,NA,NA,NA,NA,377.45,2.27,4.7,4.4
10-02-2025,12:32,CNR6105985609,Success,CUST44534,eBike,JP Nagar,Girinagar,9.24,5.38,NA,NA,NA,NA,NA,NA,769.28,8.57,4,3.4
18-02-2025,17:08,CNR8367658958,Success,CUST11968,Prime Sedan,Whitefield,Rajajinagar,7.72,14.16,NA,NA,NA,NA,NA,NA,149.9,10.51,4.1,5
07-02-2025,13:13,CNR4097257104,Success,CUST43726,Prime SUV,Kadubeesanahalli,BTM Layout,8.87,11.25,NA,NA,NA,NA,NA,NA,283.72,12.67,3.8,3.6
18-02-2025,02:38,CNR6156916088,Incomplete,CUST67466,Prime SUV,Magadi Road,Jayanagar,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
03-02-2025,22:57,CNR8772501090,Success,CUST18322,Prime SUV,BTM Layout,Girinagar,5.13,9.97,NA,NA,NA,NA,NA,NA,111.75,12,3.7,3.1
06-02-2025,19:15,CNR8628520285,Incomplete,CUST15729,Auto,Yeshwanthpur,HSR Layout,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
07-02-2025,05:04,CNR7785866366,Success,CUST17521,Mini,Richmond Town,Jakkur,6.63,7.33,NA,NA,NA,NA,NA,NA,190.76,18.09,3.8,4.8
14-02-2025,19:24,CNR1453379257,Cancelled by Driver,CUST65617,Mini,Padmanabhanagar,Vijayanagar,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
16-02-2025,03:17,CNR3955159558,Success,CUST73379,Prime SUV,Malleshwaram,Malleshwaram,8.14,8.95,NA,NA,NA,NA,NA,NA,313.59,19.34,3.5,4.7
25-02-2025,16:35,CNR2520206915,Success,CUST13616,Auto,Bellandur,MG Road,5.35,7.88,NA,NA,NA,NA,NA,NA,494.66,12.26,3.9,5
08-02-2025,07:43,CNR7211997187,Success,CUST81748,Mini,Jayanagar,Hebbal,9.24,11.76,NA,NA,NA,NA,NA,NA,824.72,19.17,3.2,3.4
26-02-2025,08:27,CNR1075100773,Incomplete,CUST64369,Auto,Electronic City,Whitefield,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
06-02-2025,16:08,CNR7782576459,Success,CUST15925,Bike,Electronic City,Banashankari,9.66,6.33,NA,NA,NA,NA,NA,NA,416.41,17.18,4.7,4.2
20-02-2025,11:02,CNR4287605196,Success,CUST21734,Prime Sedan,KR Puram,Laggere,7.51,6.51,NA,NA,NA,NA,NA,NA,954.01,5.81,4.3,4.1
25-02-2025,18:31,CNR3690603025,Success,CUST33272,Prime SUV,Peenya,Rajajinagar,6.87,9.25,NA,NA,NA,NA,NA,NA,435.53,7.97,4.6,5
22-02-2025,15:48,CNR3273368177,Success,CUST72001,eBike,KR Puram,Domlur,7.63,8.23,NA,NA,NA,NA,NA,NA,597.84,17.89,5,4.2
07-02-2025,12:40,CNR7731036696,Success,CUST20957,Prime Plus,HSR Layout,Vijayanagar,7.35,8.17,NA,NA,NA,NA,NA,NA,209.89,15.84,3.2,4.5
22-02-2025,01:54,CNR3601520660,Cancelled by Driver,CUST31602,Prime Sedan,Koramangala,Magadi Road,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
11-02-2025,11:16,CNR8178034798,Success,CUST19943,Prime Plus,Kaval Byrasandra,Banashankari,3.35,6.38,NA,NA,NA,NA,NA,NA,449.64,4.63,3.7,4
23-02-2025,20:04,CNR5583461221,Cancelled by Driver,CUST32299,Prime SUV,BTM Layout,Hennur,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
13-02-2025,21:40,CNR9012873999,Success,CUST32716,Prime SUV,HSR Layout,Malleshwaram,7.78,10.29,NA,NA,NA,NA,NA,NA,423.37,9.2,3.6,4.3
21-02-2025,04:56,CNR7862430648,Cancelled by Driver,CUST49107,Prime Plus,Laggere,Hosur Road,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
28-02-2025,20:39,CNR1923327506,Success,CUST66906,eBike,MG Road,Sarvagnanagar,8.95,10.69,NA,NA,NA,NA,NA,NA,364.04,1.28,3,3.1
22-02-2025,19:06,CNR6246848021,Cancelled by Customer,CUST84654,Prime Sedan,Shivajinagar,RT Nagar,NA,NA,1,Wrong Address,NA,NA,NA,NA,NA,NA,0,NA
21-02-2025,02:15,CNR2101438403,Cancelled by Customer,CUST12154,Bike,MG Road,Peenya,NA,NA,1,Change of plans,NA,NA,NA,NA,NA,NA,0,NA
26-02-2025,03:56,CNR9131094396,Success,CUST89452,Prime SUV,HSR Layout,Peenya,4.2,8.13,NA,NA,NA,NA,NA,NA,346.98,4.13,3.6,4.3
02-02-2025,21:42,CNR7802203042,Cancelled by Driver,CUST12701,Prime Sedan,Cooke Town,Marathahalli,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
10-02-2025,22:13,CNR4707351277,Cancelled by Driver,CUST84424,Mini,HSR Layout,Girinagar,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
15-02-2025,09:31,CNR3643865800,Cancelled by Customer,CUST11510,Auto,Electronic City,Sarjapur,NA,NA,1,Driver is not moving towards pickup location,NA,NA,NA,NA,NA,NA,0,NA
13-02-2025,21:05,CNR1992858306,Success,CUST83701,Auto,Ulsoor,Sanjay Nagar,4.34,9.94,NA,NA,NA,NA,NA,NA,262.42,4.67,3,4.5
19-02-2025,21:30,CNR5944425614,Cancelled by Driver,CUST23773,Mini,Koramangala,Banerghatta,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
17-02-2025,18:05,CNR3913218866,Success,CUST43656,Auto,Yelahanka,Kengeri,9.81,12.83,NA,NA,NA,NA,NA,NA,658.7,8.26,4.4,4
10-02-2025,15:33,CNR2979622659,Incomplete,CUST47097,eBike,Ulsoor,Vijayanagar,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
24-02-2025,17:58,CNR2747181531,Success,CUST33098,Prime Plus,Jayanagar,KR Puram,5.19,11.82,NA,NA,NA,NA,NA,NA,142.66,15.91,4.7,3.5
27-02-2025,11:22,CNR8282527060,Cancelled by Customer,CUST99149,Prime Sedan,Magadi Road,Yeshwanthpur,NA,NA,1,AC is not working,NA,NA,NA,NA,NA,NA,0,NA
03-02-2025,13:10,CNR2956760957,Success,CUST36201,Prime SUV,MG Road,Girinagar,9.65,7.54,NA,NA,NA,NA,NA,NA,358.19,1.23,4.4,4.7
01-02-2025,00:28,CNR1508135631,Cancelled by Driver,CUST83240,eBike,Ulsoor,Marathahalli,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
25-02-2025,08:25,CNR2834490755,Success,CUST22047,Prime SUV,Electronic City,Frazer Town,5.08,6.37,NA,NA,NA,NA,NA,NA,333.06,6.86,4.1,4.3
26-02-2025,15:15,CNR6806345552,Cancelled by Driver,CUST99141,Auto,Kengeri,BTM Layout,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
13-02-2025,22:33,CNR9343873524,Success,CUST55927,Bike,Horamavu,Jakkur,7.55,13.09,NA,NA,NA,NA,NA,NA,837.45,17.52,3.7,4.4
01-02-2025,01:40,CNR7199948849,Success,CUST67001,Prime SUV,Peenya,Sarjapur,5.14,12.91,NA,NA,NA,NA,NA,NA,1169.88,18.39,3.9,3.7
04-02-2025,20:21,CNR4689982834,Success,CUST85688,eBike,Kaval Byrasandra,Marathahalli,3.48,7.42,NA,NA,NA,NA,NA,NA,1337.11,9.09,3.4,4.9
02-02-2025,14:54,CNR5011125096,Success,CUST29232,Bike,Laggere,Hennur,9.03,5.52,NA,NA,NA,NA,NA,NA,1075.83,7.09,3.4,3.7
23-02-2025,18:50,CNR8842691232,Success,CUST19063,Auto,Nelamangala,Banerghatta,5.8,5.43,NA,NA,NA,NA,NA,NA,710.88,3.23,4.5,3.9
22-02-2025,02:50,CNR1868785296,Incomplete,CUST70373,eBike,Ulsoor,MG Road,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
